tournament,round,date,team1_player1,team1_player2,team2_player1,team2_player2,team1_sets,team2_sets
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Semi-Finals,2023-03-05,Kawka P.,Finley R.,Rosner E.,Bock J.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Semi-Finals,2023-03-05,Thompsen T.,Carlisle C.,Fought T.,Wren T.,1,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Semi-Finals,2023-03-05,Rosner E.,Bock J.,Read A.,Krishnaswamy S.,1,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Quarter Finals,2023-03-05,Baylon B.,Baylon R.,Vich J.,Ali R.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Quarter Finals,2023-03-05,Kawka P.,Finley R.,Stratton R.,Jacobson E.,1,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Quarter Finals,2023-03-05,Kawka P.,Finley R.,Fought T.,Wren T.,1,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Quarter Finals,2023-03-05,Thompsen T.,Carlisle C.,Stratton R.,Jacobson E.,2,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Quarter Finals,2023-03-05,Williams C.,Vanderwarf N.,Read A.,Krishnaswamy S.,0,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Quarter Finals,2023-03-05,Rosner E.,Bock J.,Miller T.,Larsen L.,2,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Finals,2023-03-05,Rosner E.,Bock J.,Thompsen T.,Carlisle C.,2,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 16,2023-03-05,Vich J.,Ali R.,Miller T.,Larsen L.,1,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 16,2023-03-05,Baylon B.,Baylon R.,Williams C.,Vanderwarf N.,1,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 16,2023-03-05,Young E.,Perez E.,Stratton R.,Jacobson E.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 16,2023-03-05,Estareja R.,Zwiren N.,Kawka P.,Finley R.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 32,2023-03-05,Whitehead G.,Wilson Q.,Vich J.,Ali R.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 32,2023-03-05,Legarreta A.,Grabovic Z.,Baylon B.,Baylon R.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 32,2023-03-05,Young E.,Perez E.,Walker A.,Walker J.,1,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 32,2023-03-05,Manning J.,Petterson N.,Estareja R.,Zwiren N.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Kawka P.,Finley R.,Key A.,Holbrook T.,2,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Stratton R.,Jacobson E.,Whitehead G.,Wilson Q.,1,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Vich J.,Ali R.,Thompsen T.,Carlisle C.,0,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Manning J.,Petterson N.,Read A.,Krishnaswamy S.,0,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Estareja R.,Zwiren N.,Williams C.,Vanderwarf N.,1,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Young E.,Perez E.,Miller T.,Larsen L.,0,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Rosner E.,Bock J.,Walker A.,Walker J.,2,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 16,2023-03-05,Legarreta A.,Grabovic Z.,Fought T.,Wren T.,0,2
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 64,2023-03-05,Baylon B.,Baylon R.,Key A.,Holbrook T.,1,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Round 64,2023-03-05,Gonzalez T.,Croyle A.,Young E.,Perez E.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 32,2023-03-05,Stratton R.,Jacobson E.,Gonzalez T.,Croyle A.,2,0
2023 Carvana PPA Tour Selkirk Mountain Futures,Round 32,2023-03-05,Baylon B.,Baylon R.,Williams C.,Vanderwarf N.,0,2
2023 PPA Red Clay Hot Sauce Florida Open,Finals,2023-03-12,Johns C.,Johns B.,Arnold J.,Wilson T.,3,0
2023 PPA Red Clay Hot Sauce Florida Open,Bronze Medal Match,2023-03-12,Johnson J.,Frazier D.,Navratil Z.,Young D.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Semi-Finals,2023-03-12,Arnold J.,Wilson T.,Navratil Z.,Young D.,2,1
2023 PPA Red Clay Hot Sauce Florida Open,Semi-Finals,2023-03-12,Johns C.,Johns B.,Johnson J.,Frazier D.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Quarter Finals,2023-03-12,Tardio G.,Hewett R.,Navratil Z.,Young D.,1,2
2023 PPA Red Clay Hot Sauce Florida Open,Quarter Finals,2023-03-12,Jenkins J.,Kacergis B.,Arnold J.,Wilson T.,0,2
2023 PPA Red Clay Hot Sauce Florida Open,Quarter Finals,2023-03-12,Johnson J.,Frazier D.,Ignatowich J.,McGuffin T.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Quarter Finals,2023-03-12,Johns C.,Johns B.,Bar D.,Koller A.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Devilliers J.,Daescu A.,Navratil Z.,Young D.,0,2
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Smith S.,Loong T.,Tardio G.,Hewett R.,0,2
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Arnold J.,Wilson T.,Long B.,Cassidy R.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Jenkins J.,Kacergis B.,Davis F.,Livornese R.,2,1
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Johnson J.,Frazier D.,Rettenmaier T.,Tchikatilov A.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Bar D.,Koller A.,Emmrich M.,Smith P.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Johns C.,Johns B.,Koszuta K.,Johnson C.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 16,2023-03-12,Ignatowich J.,McGuffin T.,Stone W.,Alshon C.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Navratil Z.,Young D.,Mendes V.,Ferrer G.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Devilliers J.,Daescu A.,Irizarry E.,Kusmider J.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Smith S.,Loong T.,Elliott J.,Matthews N.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Tellez P.,Staksrud F.,Long B.,Cassidy R.,0,2
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Arnold J.,Wilson T.,Farias J.,Siljestrom A.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Goldberg J.,Forsythe E.,Davis F.,Livornese R.,1,2
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Newman R.,Parks T.,Jenkins J.,Kacergis B.,0,2
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Stone W.,Alshon C.,Merchant A.,Weinbach D.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Ignatowich J.,McGuffin T.,Whittaker R.,Johnston G.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Rettenmaier T.,Tchikatilov A.,DeHeart R.,Nunnery R.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Emmrich M.,Smith P.,Camron R.,Sherry R.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Bar D.,Koller A.,Lane B.,McNulty J.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Koszuta K.,Johnson C.,Foster J.,Forster M.,2,1
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Johns C.,Johns B.,Reason J.,Davison J.,2,1
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Tardio G.,Hewett R.,Dow G.,Cincola J.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Round 32,2023-03-12,Johnson J.,Frazier D.,Perez E.,Holder D.,2,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Finals,2023-03-12,Devilliers J.,Daescu A.,Rettenmaier T.,Tchikatilov A.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Semi-Finals,2023-03-12,Jenkins J.,Kacergis B.,Rettenmaier T.,Tchikatilov A.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Semi-Finals,2023-03-12,Bar D.,Koller A.,Devilliers J.,Daescu A.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Quarter Finals,2023-03-12,Tardio G.,Hewett R.,Rettenmaier T.,Tchikatilov A.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Quarter Finals,2023-03-12,Jenkins J.,Kacergis B.,Farias J.,Siljestrom A.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Quarter Finals,2023-03-12,Ignatowich J.,McGuffin T.,Devilliers J.,Daescu A.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Quarter Finals,2023-03-12,Bar D.,Koller A.,Long B.,Cassidy R.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 16,2023-03-12,Rettenmaier T.,Tchikatilov A.,Stone W.,Alshon C.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 16,2023-03-12,Koszuta K.,Johnson C.,Farias J.,Siljestrom A.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 16,2023-03-12,Foster J.,Forster M.,Long B.,Cassidy R.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 16,2023-03-12,DeHeart R.,Nunnery R.,Devilliers J.,Daescu A.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Stone W.,Alshon C.,Irizarry E.,Kusmider J.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Rettenmaier T.,Tchikatilov A.,Dow G.,Cincola J.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Emmrich M.,Smith P.,Farias J.,Siljestrom A.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Koszuta K.,Johnson C.,Goldberg J.,Forsythe E.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Smith S.,Loong T.,DeHeart R.,Nunnery R.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Long B.,Cassidy R.,Lane B.,McNulty J.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Davis F.,Livornese R.,Foster J.,Forster M.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 32,2023-03-12,Devilliers J.,Daescu A.,Merchant A.,Weinbach D.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Irizarry E.,Kusmider J.,Mendes V.,Ferrer G.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Elliott J.,Matthews N.,Dow G.,Cincola J.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Farias J.,Siljestrom A.,Tellez P.,Staksrud F.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Whittaker R.,Johnston G.,Merchant A.,Weinbach D.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Perez E.,Holder D.,DeHeart R.,Nunnery R.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Lane B.,McNulty J.,Camron R.,Sherry R.,1,0
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Reason J.,Davison J.,Foster J.,Forster M.,0,1
2023 PPA Red Clay Hot Sauce Florida Open,Consolation Bracket Round 64,2023-03-12,Newman R.,Parks T.,Goldberg J.,Forsythe E.,0,1
2023 PPA Onix Austin Showdown,Finals,2023-03-19,Johns C.,Johns B.,Wright M.,Newman R.,3,0
2023 PPA Onix Austin Showdown,Bronze Medal Match,2023-03-19,Long B.,Cincola J.,Johnson J.,Frazier D.,1,2
2023 PPA Onix Austin Showdown,Semi-Finals,2023-03-19,Wright M.,Newman R.,Johnson J.,Frazier D.,2,1
2023 PPA Onix Austin Showdown,Semi-Finals,2023-03-19,Johns C.,Johns B.,Long B.,Cincola J.,2,0
2023 PPA Onix Austin Showdown,Quarter Finals,2023-03-19,Johnson J.,Frazier D.,Arnold J.,Wilson T.,2,1
2023 PPA Onix Austin Showdown,Quarter Finals,2023-03-19,Wright M.,Newman R.,Ignatowich J.,McGuffin T.,2,1
2023 PPA Onix Austin Showdown,Quarter Finals,2023-03-19,Long B.,Cincola J.,Bar D.,Koller A.,2,1
2023 PPA Onix Austin Showdown,Quarter Finals,2023-03-19,Johns C.,Johns B.,Tellez P.,Staksrud F.,2,0
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Arnold J.,Wilson T.,Smith P.,Garnett C.,2,0
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Johnson J.,Frazier D.,Johnson H.,Johnson Y.,2,1
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Ignatowich J.,McGuffin T.,Patriquin H.,Deakin S.,2,0
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Wright M.,Newman R.,De La Rosa D.,Newell B.,2,0
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Dawson C.,Loong T.,Long B.,Cincola J.,1,2
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Devilliers J.,Young D.,Tellez P.,Staksrud F.,1,2
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Johns C.,Johns B.,Hewett R.,Alshon C.,2,0
2023 PPA Onix Austin Showdown,Round 16,2023-03-19,Bar D.,Koller A.,Smith S.,Fought T.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Smith P.,Garnett C.,Loyd M.,Montoya N.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Arnold J.,Wilson T.,Wild J.,Dawidjan R.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Johnson J.,Frazier D.,Agoglia M.,Garza A.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Patriquin H.,Deakin S.,Koszuta K.,Marsh J.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Ignatowich J.,McGuffin T.,Munro J.,Elliott J.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,De La Rosa D.,Newell B.,French B.,Trinh T.,2,1
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Smith S.,Fought T.,Goldberg J.,Locklear P.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Bar D.,Koller A.,Sobek W.,Irizarry E.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Stone W.,Barrientos M.,Long B.,Cincola J.,0,2
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Dawson C.,Loong T.,Beasley N.,Alda M.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Devilliers J.,Young D.,Seward K.,Blaszkewycz E.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Hewett R.,Alshon C.,Neumann A.,Shick C.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Johns C.,Johns B.,Tamaki K.,Vich J.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Johnson H.,Johnson Y.,Dow G.,Scarpa A.,2,1
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Wright M.,Newman R.,Smosna R.,Gonzalez I.,2,0
2023 PPA Onix Austin Showdown,Round 32,2023-03-19,Tellez P.,Staksrud F.,Brown M.,Lane B.,2,0
2023 PPA Onix Austin Showdown,Consolation Bracket Finals,2023-03-19,Tellez P.,Staksrud F.,Ignatowich J.,McGuffin T.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Semi-Finals,2023-03-19,Tellez P.,Staksrud F.,Johnson H.,Johnson Y.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Semi-Finals,2023-03-19,Ignatowich J.,McGuffin T.,Dawson C.,Loong T.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Quarter Finals,2023-03-19,Arnold J.,Wilson T.,Dawson C.,Loong T.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Quarter Finals,2023-03-19,Ignatowich J.,McGuffin T.,Hewett R.,Alshon C.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Quarter Finals,2023-03-19,Bar D.,Koller A.,Johnson H.,Johnson Y.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Quarter Finals,2023-03-19,Tellez P.,Staksrud F.,Brown M.,Lane B.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 16,2023-03-19,Dawson C.,Loong T.,Smith S.,Fought T.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 16,2023-03-19,Hewett R.,Alshon C.,Devilliers J.,Young D.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 16,2023-03-19,Johnson H.,Johnson Y.,Smith P.,Garnett C.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 16,2023-03-19,De La Rosa D.,Newell B.,Brown M.,Lane B.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,Smith S.,Fought T.,Loyd M.,Montoya N.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,Devilliers J.,Young D.,Koszuta K.,Marsh J.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,Hewett R.,Alshon C.,French B.,Trinh T.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,Smith P.,Garnett C.,Sobek W.,Irizarry E.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,Johnson H.,Johnson Y.,Stone W.,Barrientos M.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,Patriquin H.,Deakin S.,Brown M.,Lane B.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,Dawson C.,Loong T.,Dow G.,Scarpa A.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 32,2023-03-19,De La Rosa D.,Newell B.,Tamaki K.,Vich J.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Wild J.,Dawidjan R.,Loyd M.,Montoya N.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Agoglia M.,Garza A.,Dow G.,Scarpa A.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Munro J.,Elliott J.,Koszuta K.,Marsh J.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Smosna R.,Gonzalez I.,French B.,Trinh T.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Sobek W.,Irizarry E.,Goldberg J.,Locklear P.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Seward K.,Blaszkewycz E.,Brown M.,Lane B.,0,1
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Tamaki K.,Vich J.,Neumann A.,Shick C.,1,0
2023 PPA Onix Austin Showdown,Consolation Bracket Round 64,2023-03-19,Beasley N.,Alda M.,Stone W.,Barrientos M.,0,1
2023 PPA Selkirk Red Rock Open,Finals,2023-04-08,Bar D.,Johns C.,McGuffin T.,Long B.,2,3
2023 PPA Selkirk Red Rock Open,Bronze Medal Match,2023-04-08,Rettenmaier T.,Koller A.,Newman R.,Ignatowich J.,0,2
2023 PPA Selkirk Red Rock Open,Semi-Finals,2023-04-08,Newman R.,Ignatowich J.,McGuffin T.,Long B.,0,2
2023 PPA Selkirk Red Rock Open,Semi-Finals,2023-04-08,Bar D.,Johns C.,Rettenmaier T.,Koller A.,2,1
2023 PPA Selkirk Red Rock Open,Quarter Finals,2023-04-08,Devilliers J.,Young D.,McGuffin T.,Long B.,0,2
2023 PPA Selkirk Red Rock Open,Quarter Finals,2023-04-08,Newman R.,Ignatowich J.,Hewett R.,Navratil Z.,2,0
2023 PPA Selkirk Red Rock Open,Quarter Finals,2023-04-08,Dawson C.,Loong T.,Rettenmaier T.,Koller A.,1,2
2023 PPA Selkirk Red Rock Open,Quarter Finals,2023-04-08,Bar D.,Johns C.,Tellez P.,Staksrud F.,2,0
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,McGuffin T.,Long B.,Patriquin H.,Garnett C.,2,0
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,Devilliers J.,Young D.,Nemoff C.,Cassidy R.,2,0
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,Smith P.,Tardio G.,Hewett R.,Navratil Z.,0,2
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,Newman R.,Ignatowich J.,Teoni P.,Kawka P.,2,0
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,Rettenmaier T.,Koller A.,Smith S.,Fought T.,2,0
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,Dawson C.,Loong T.,Peterson L.,Donkena A.,2,0
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,Tellez P.,Staksrud F.,De La Rosa D.,Newell B.,2,1
2023 PPA Selkirk Red Rock Open,Round 16,2023-04-08,Bar D.,Johns C.,Barrientos M.,Whitehead G.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Teoni P.,Kawka P.,Jensen D.,Finley R.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Newman R.,Ignatowich J.,Jauschneg E.,McCabe S.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Smith S.,Fought T.,Read A.,Galli S.,2,1
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Rettenmaier T.,Koller A.,Berke S.,Sigler D.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Koszuta K.,Johnson C.,Peterson L.,Donkena A.,0,2
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,De La Rosa D.,Newell B.,MacKinnon W.,Gilbert R.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Tellez P.,Staksrud F.,Tamaki K.,Vich J.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Barrientos M.,Whitehead G.,Mcmakin K.,Lane B.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Bar D.,Johns C.,Larson B.,Lawhun A.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Smith P.,Tardio G.,Stratton R.,Pututau J.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Dawson C.,Loong T.,Martin B.,Barnett T.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Patriquin H.,Garnett C.,Jenkins J.,Kacergis B.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,McGuffin T.,Long B.,Wilson Q.,Case C.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Nemoff C.,Cassidy R.,Dain T.,Holder D.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Devilliers J.,Young D.,Gonzalez T.,Vanderwarf N.,2,0
2023 PPA Selkirk Red Rock Open,Round 32,2023-04-08,Hewett R.,Navratil Z.,Bond G.,Jakovljevic I.,2,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Finals,2023-04-08,Tellez P.,Staksrud F.,Smith S.,Fought T.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Semi-Finals,2023-04-08,Hewett R.,Navratil Z.,Smith S.,Fought T.,0,1
2023 PPA Selkirk Red Rock Open,Consolation Bracket Semi-Finals,2023-04-08,Tellez P.,Staksrud F.,Dawson C.,Loong T.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Quarter Finals,2023-04-08,Devilliers J.,Young D.,Smith S.,Fought T.,0,1
2023 PPA Selkirk Red Rock Open,Consolation Bracket Quarter Finals,2023-04-08,Hewett R.,Navratil Z.,Barrientos M.,Whitehead G.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Quarter Finals,2023-04-08,Dawson C.,Loong T.,Nemoff C.,Cassidy R.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Quarter Finals,2023-04-08,Tellez P.,Staksrud F.,Teoni P.,Kawka P.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Round 16,2023-04-08,Peterson L.,Donkena A.,Smith S.,Fought T.,0,1
2023 PPA Selkirk Red Rock Open,Consolation Bracket Round 16,2023-04-08,Barrientos M.,Whitehead G.,De La Rosa D.,Newell B.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Round 16,2023-04-08,Nemoff C.,Cassidy R.,Read A.,Galli S.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Round 16,2023-04-08,Teoni P.,Kawka P.,Smith P.,Tardio G.,1,0
2023 PPA Selkirk Red Rock Open,Consolation Bracket Round 32,2023-04-08,Peterson L.,Donkena A.,Gonzalez T.,Vanderwarf N.,1,0
